,index,origin,"country Code, national number",E164 format
25671,108290,+963-489-671-9438,Country Code: 963 National Number: 4896719438,+9634896719438
25672,108291,+60-590-567-6426,Country Code: 60 National Number: 5905676426,+605905676426
25673,108292,+351-312-256-9281,Country Code: 351 National Number: 3122569281,+3513122569281
25674,108293,+55-589-701-8807,Country Code: 55 National Number: 5897018807,+555897018807
25675,108294,+62-865-154-9817,Country Code: 62 National Number: 8651549817,+628651549817
25676,108295,+1-717-607-6426,Country Code: 1 National Number: 7176076426,+17176076426
25677,108296,+229-267-339-3017,Country Code: 229 National Number: 2673393017,+2292673393017
25678,108297,+33-953-766-7334,Country Code: 33 National Number: 9537667334,+339537667334
25679,108298,+57-835-424-7484,Country Code: 57 National Number: 8354247484,+578354247484
25680,108299,+86-731-122-9119,Country Code: 86 National Number: 7311229119,+867311229119
25681,108300,+7-392-927-8294,Country Code: 7 National Number: 3929278294,+73929278294
25682,108301,+55-343-234-4541,Country Code: 55 National Number: 3432344541,+553432344541
25683,108302,+234-412-836-4102,Country Code: 234 National Number: 4128364102,+2344128364102
25684,108303,+502-421-404-7971,Country Code: 502 National Number: 4214047971,+5024214047971
25685,108304,+7-542-438-7262,Country Code: 7 National Number: 5424387262,+75424387262
25686,108305,+49-238-670-4557,Country Code: 49 National Number: 2386704557,+492386704557
25687,108306,+505-350-183-5938,Country Code: 505 National Number: 3501835938,+5053501835938
25688,108307,+86-606-483-2858,Country Code: 86 National Number: 6064832858,+866064832858
25689,108308,+1-256-689-1966,Country Code: 1 National Number: 2566891966,+12566891966
25690,108309,+62-784-881-1696,Country Code: 62 National Number: 7848811696,+627848811696
25691,108310,+7-190-183-7261,Country Code: 7 National Number: 1901837261,+71901837261
25692,108311,+98-323-441-6937,Country Code: 98 National Number: 3234416937,+983234416937
25693,108312,+503-974-641-8537,Country Code: 503 National Number: 9746418537,+5039746418537
25694,108313,+351-502-786-9486,Country Code: 351 National Number: 5027869486,+3515027869486
25695,108314,+81-851-137-6898,Country Code: 81 National Number: 8511376898,+818511376898
25696,108315,+998-482-543-6327,Country Code: 998 National Number: 4825436327,+9984825436327
25697,108316,+353-764-868-8470,Country Code: 353 National Number: 7648688470,+3537648688470
25698,108317,+39-646-977-7047,Country Code: 39 National Number: 6469777047,+396469777047
25699,108318,+55-701-163-6003,Country Code: 55 National Number: 7011636003,+557011636003
25700,108319,+84-534-929-7791,Country Code: 84 National Number: 5349297791,+845349297791
25701,108320,+1-404-500-8342,Country Code: 1 National Number: 4045008342,+14045008342
25702,108321,+52-779-108-2167,Country Code: 52 National Number: 7791082167,+527791082167
25703,108322,+62-518-924-2683,Country Code: 62 National Number: 5189242683,+625189242683
25704,108323,+62-761-818-6583,Country Code: 62 National Number: 7618186583,+627618186583
25705,108324,+51-550-101-2955,Country Code: 51 National Number: 5501012955,+515501012955
25706,108325,+63-209-611-8881,Country Code: 63 National Number: 2096118881,+632096118881
25707,108326,+44-644-140-9794,Country Code: 44 National Number: 6441409794,+446441409794
25708,108327,+86-126-813-1995,Country Code: 86 National Number: 1268131995,+861268131995
25709,108328,+48-887-402-9397,Country Code: 48 National Number: 8874029397,+488874029397
25710,108329,+46-840-339-0101,Country Code: 46 National Number: 8403390101,+468403390101
25711,108330,+54-616-595-7385,Country Code: 54 National Number: 6165957385,+546165957385
25712,108333,+62-787-803-6792,Country Code: 62 National Number: 7878036792,+627878036792
25713,108334,+86-810-794-4417,Country Code: 86 National Number: 8107944417,+868107944417
25714,108335,+51-242-409-3166,Country Code: 51 National Number: 2424093166,+512424093166
25715,108336,+98-716-895-2953,Country Code: 98 National Number: 7168952953,+987168952953
25716,108337,+56-108-831-2897,Country Code: 56 National Number: 1088312897,+561088312897
25717,108339,+86-741-642-0887,Country Code: 86 National Number: 7416420887,+867416420887
25718,108340,+998-715-401-3114,Country Code: 998 National Number: 7154013114,+9987154013114
25719,108341,+63-347-309-0395,Country Code: 63 National Number: 3473090395,+633473090395
25720,108342,+86-461-331-9779,Country Code: 86 National Number: 4613319779,+864613319779
25721,108343,+66-524-641-6822,Country Code: 66 National Number: 5246416822,+665246416822
25722,108344,+81-512-632-1286,Country Code: 81 National Number: 5126321286,+815126321286
25723,108345,+86-832-764-4810,Country Code: 86 National Number: 8327644810,+868327644810
25724,108346,+30-329-396-1754,Country Code: 30 National Number: 3293961754,+303293961754
25725,108347,+48-347-212-6193,Country Code: 48 National Number: 3472126193,+483472126193
25726,108348,+46-751-915-2629,Country Code: 46 National Number: 7519152629,+467519152629
25727,108350,+1-205-116-9266,Country Code: 1 National Number: 2051169266,+12051169266
25728,108351,+62-662-588-9354,Country Code: 62 National Number: 6625889354,+626625889354
25729,108352,+420-575-383-1574,Country Code: 420 National Number: 5753831574,+4205753831574
25730,108354,+62-762-790-6531,Country Code: 62 National Number: 7627906531,+627627906531
25731,108355,+86-601-212-2233,Country Code: 86 National Number: 6012122233,+866012122233
25732,108356,+63-298-481-4023,Country Code: 63 National Number: 2984814023,+632984814023
25733,108357,+86-966-645-4984,Country Code: 86 National Number: 9666454984,+869666454984
25734,108359,+591-610-450-1062,Country Code: 591 National Number: 6104501062,+5916104501062
25735,108360,+86-108-415-5446,Country Code: 86 National Number: 1084155446,+861084155446
25736,108361,+380-823-883-4708,Country Code: 380 National Number: 8238834708,+3808238834708
25737,108362,+84-735-456-3799,Country Code: 84 National Number: 7354563799,+847354563799
25738,108363,+30-543-721-4438,Country Code: 30 National Number: 5437214438,+305437214438
25739,108364,+86-180-453-2300,Country Code: 86 National Number: 1804532300,+861804532300
25740,108366,+86-320-748-4387,Country Code: 86 National Number: 3207484387,+863207484387
25741,108367,+62-535-810-8436,Country Code: 62 National Number: 5358108436,+625358108436
25742,108368,+86-310-774-5506,Country Code: 86 National Number: 3107745506,+863107745506
25743,108369,+967-845-640-9848,Country Code: 967 National Number: 8456409848,+9678456409848
25744,108370,+7-282-530-5387,Country Code: 7 National Number: 2825305387,+72825305387
25745,108371,+591-575-361-8409,Country Code: 591 National Number: 5753618409,+5915753618409
25746,108372,+504-121-200-7651,Country Code: 504 National Number: 1212007651,+5041212007651
25747,108373,+57-962-313-5588,Country Code: 57 National Number: 9623135588,+579623135588
25748,108374,+351-661-906-4828,Country Code: 351 National Number: 6619064828,+3516619064828
25749,108375,+228-679-283-7757,Country Code: 228 National Number: 6792837757,+2286792837757
25750,108376,+62-675-915-8021,Country Code: 62 National Number: 6759158021,+626759158021
25751,108377,+33-890-516-5120,Country Code: 33 National Number: 8905165120,+338905165120
25752,108378,+27-815-136-2337,Country Code: 27 National Number: 8151362337,+278151362337
25753,108379,+256-888-613-4402,Country Code: 256 National Number: 8886134402,+2568886134402
25754,108380,+48-489-707-4337,Country Code: 48 National Number: 4897074337,+484897074337
25755,108381,+33-442-462-7766,Country Code: 33 National Number: 4424627766,+334424627766
25756,108382,+381-707-455-9750,Country Code: 381 National Number: 7074559750,+3817074559750
25757,108383,+62-364-834-1491,Country Code: 62 National Number: 3648341491,+623648341491
25758,108385,+593-474-793-8579,Country Code: 593 National Number: 4747938579,+5934747938579
25759,108386,+264-488-206-1503,Country Code: 264 National Number: 4882061503,+2644882061503
25760,108387,+592-519-226-5919,Country Code: 592 National Number: 5192265919,+5925192265919
25761,108388,+7-871-280-2485,Country Code: 7 National Number: 8712802485,+78712802485
25762,108389,+46-914-989-7401,Country Code: 46 National Number: 9149897401,+469149897401
25763,108392,+86-877-456-5929,Country Code: 86 National Number: 8774565929,+868774565929
25764,108393,+86-894-363-9904,Country Code: 86 National Number: 8943639904,+868943639904
25765,108394,+212-109-398-0527,Country Code: 212 National Number: 1093980527,+2121093980527
25766,108395,+235-583-133-3900,Country Code: 235 National Number: 5831333900,+2355831333900
25767,108398,+81-257-981-4671,Country Code: 81 National Number: 2579814671,+812579814671
25768,108399,+86-441-719-4998,Country Code: 86 National Number: 4417194998,+864417194998
25769,108400,+1-297-568-3049,Country Code: 1 National Number: 2975683049,+12975683049
25770,108401,+420-572-404-0488,Country Code: 420 National Number: 5724040488,+4205724040488
25771,108402,+30-545-787-4941,Country Code: 30 National Number: 5457874941,+305457874941
25772,108403,+63-834-373-2462,Country Code: 63 National Number: 8343732462,+638343732462
25773,108404,+86-590-161-2550,Country Code: 86 National Number: 5901612550,+865901612550
25774,108405,+237-866-684-7706,Country Code: 237 National Number: 8666847706,+2378666847706
25775,108406,+351-417-117-9442,Country Code: 351 National Number: 4171179442,+3514171179442
25776,108407,+856-511-673-5717,Country Code: 856 National Number: 5116735717,+8565116735717
25777,108408,+62-829-876-9051,Country Code: 62 National Number: 8298769051,+628298769051
25778,108409,+380-980-953-3207,Country Code: 380 National Number: 9809533207,+3809809533207
25779,108410,+62-983-737-5882,Country Code: 62 National Number: 9837375882,+629837375882
25780,108411,+62-861-115-9585,Country Code: 62 National Number: 8611159585,+628611159585
25781,108412,+1-785-537-5697,Country Code: 1 National Number: 7855375697,+17855375697
25782,108413,+62-232-595-0419,Country Code: 62 National Number: 2325950419,+622325950419
25783,108414,+7-777-407-7039,Country Code: 7 National Number: 7774077039,+77774077039
25784,108415,+1-615-663-0561,Country Code: 1 National Number: 6156630561,+16156630561
25785,108416,+1-602-507-8444,Country Code: 1 National Number: 6025078444,+16025078444
25786,108417,+33-662-516-5498,Country Code: 33 National Number: 6625165498,+336625165498
25787,108418,+509-778-358-3652,Country Code: 509 National Number: 7783583652,+5097783583652
25788,108419,+57-463-483-1115,Country Code: 57 National Number: 4634831115,+574634831115
25789,108421,+967-294-427-9833,Country Code: 967 National Number: 2944279833,+9672944279833
25790,108422,+63-880-581-2063,Country Code: 63 National Number: 8805812063,+638805812063
25791,108423,+63-459-462-9944,Country Code: 63 National Number: 4594629944,+634594629944
25792,108424,+81-560-307-8425,Country Code: 81 National Number: 5603078425,+815603078425
25793,108425,+86-605-749-0352,Country Code: 86 National Number: 6057490352,+866057490352
25794,108426,+62-444-660-0119,Country Code: 62 National Number: 4446600119,+624446600119
25795,108427,+86-990-113-3454,Country Code: 86 National Number: 9901133454,+869901133454
25796,108428,+86-751-502-5884,Country Code: 86 National Number: 7515025884,+867515025884
25797,108429,+27-553-337-7078,Country Code: 27 National Number: 5533377078,+275533377078
25798,108430,+260-220-531-2036,Country Code: 260 National Number: 2205312036,+2602205312036
25799,108431,+55-701-508-7341,Country Code: 55 National Number: 7015087341,+557015087341
25800,108432,+62-109-483-8548,Country Code: 62 National Number: 1094838548,+621094838548
25801,108433,+60-238-418-6458,Country Code: 60 National Number: 2384186458,+602384186458
25802,108434,+86-363-534-7366,Country Code: 86 National Number: 3635347366,+863635347366
25803,108435,+82-161-460-9500,Country Code: 82 National Number: 1614609500,+821614609500
25804,108436,+351-269-524-7719,Country Code: 351 National Number: 2695247719,+3512695247719
25805,108437,+63-817-991-2807,Country Code: 63 National Number: 8179912807,+638179912807
25806,108438,+62-637-959-3530,Country Code: 62 National Number: 6379593530,+626379593530
25807,108439,+62-685-605-7092,Country Code: 62 National Number: 6856057092,+626856057092
25808,108440,+380-270-187-9863,Country Code: 380 National Number: 2701879863,+3802701879863
25809,108441,+66-179-826-1326,Country Code: 66 National Number: 1798261326,+661798261326
25810,108442,+53-605-500-6510,Country Code: 53 National Number: 6055006510,+536055006510
25811,108443,+62-904-483-0452,Country Code: 62 National Number: 9044830452,+629044830452
25812,108444,+62-934-665-7690,Country Code: 62 National Number: 9346657690,+629346657690
25813,108445,+33-802-477-6273,Country Code: 33 National Number: 8024776273,+338024776273
25814,108446,+46-997-261-2882,Country Code: 46 National Number: 9972612882,+469972612882
25815,108447,+62-618-355-9410,Country Code: 62 National Number: 6183559410,+626183559410
25816,108448,+244-795-693-3664,Country Code: 244 National Number: 7956933664,+2447956933664
25817,108449,+234-959-431-1658,Country Code: 234 National Number: 9594311658,+2349594311658
25818,108450,+7-883-650-2878,Country Code: 7 National Number: 8836502878,+78836502878
25819,108451,+86-634-486-6730,Country Code: 86 National Number: 6344866730,+866344866730
25820,108452,+7-844-913-2886,Country Code: 7 National Number: 8449132886,+78449132886
25821,108453,+86-666-208-8449,Country Code: 86 National Number: 6662088449,+866662088449
25822,108454,+62-689-195-9571,Country Code: 62 National Number: 6891959571,+626891959571
25823,108455,+375-107-749-8565,Country Code: 375 National Number: 1077498565,+3751077498565
25824,108456,+86-907-588-1678,Country Code: 86 National Number: 9075881678,+869075881678
25825,108457,+62-292-221-4925,Country Code: 62 National Number: 2922214925,+622922214925
25826,108459,+47-563-850-9047,Country Code: 47 National Number: 5638509047,+475638509047
25827,108460,+63-724-660-3177,Country Code: 63 National Number: 7246603177,+637246603177
